Date,Open,High,Low,Close,Volume,SMA_50,SMA_200,RSI_14,BBL_20,BBM_20,BBU_20
1993-01-29,0.0005400362203409267,0.0004190756226934017,0.0009005882695570303,0.0005099356857280954,0.001145781657872582,6.262983305291292e-06,0.0,0.39326977374765765,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-01,0.0005400620331529049,0.0006885151647509705,0.0011107501045841822,0.0008099206195731901,0.0005456813847563509,6.262983305291292e-06,0.0,0.39326977374765765,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-02,0.000780049788373656,0.0008082256671264818,0.001260818467656917,0.0008998793658067175,0.00022513805922726784,6.262983305291292e-06,0.0,0.39326977374765765,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-03,0.0009600748119383204,0.0012572610743640106,0.0015009865249535,0.0013498305280600711,0.0006018223898364805,6.262983305291292e-06,0.0,0.39326977374765765,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-04,0.00150013618498291,0.001496763975384001,0.001591068638968872,0.001529830015884276,0.0006042333532448296,6.262983305291292e-06,0.0,0.39326977374765765,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-05,0.0015001021180165372,0.0014667950434878313,0.0018311903669449084,0.0014998000362826183,0.0005589990873929461,6.262983305291292e-06,0.0,0.39326977374765765,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-08,0.0015001021180165372,0.0015266647370326542,0.0020113069436855577,0.0014998000362826183,0.0006783991799969025,6.262983305291292e-06,0.0,0.39326977374765765,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-09,0.0013500920530118907,0.001227316534084505,0.0016810934837038424,0.0011998413409518086,0.00013421029639810105,6.262983305291292e-06,0.0,0.39326977374765765,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-10,0.0012000810133458786,0.0011674461319081536,0.001651073347270382,0.0012598324240551129,0.0004298403333742432,6.262983305291292e-06,0.0,0.39326977374765765,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-11,0.0013200917093683998,0.0015266667356056765,0.0018912312148109608,0.0014698061346381103,1.641751273304401e-05,6.262983305291292e-06,0.0,0.39326977374765765,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-12,0.001410113405256784,0.0012872034091427134,0.0017111300350506967,0.0011398666569199384,4.2823302443534375e-05,6.262983305291292e-06,0.0,0.39326977374765765,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-16,0.0010200696881629556,0.0008980335807534379,0.0005703749424724389,5.999764273188074e-05,0.0004243295598694452,6.262983305291292e-06,0.0,0.39326977374765765,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-17,6.0015404815309814e-05,0.0,0.00045030902377426324,3.00135805302304e-05,0.00023615960623686382,6.262983305291292e-06,0.0,0.39326977374765765,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-18,0.0005100286346715055,0.0003891352686931984,0.0,0.0,0.0004281182166539938,6.262983305291292e-06,0.0,0.39326977374765765,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-19,0.0,2.9923585749477843e-05,0.0005103366555600508,0.0001499859072939813,3.409791106093756e-05,6.262983305291292e-06,0.0,0.42135961951498113,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-22,0.00027002174410897806,0.00023947066055708677,0.0007204758023110422,0.00029996853477366747,0.000583682760383187,6.262983305291292e-06,0.0,0.3932665533659112,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-23,0.00042003738719500333,0.0003292804992611892,0.0006304227595702802,0.00026997791294344764,0.0004230666742745957,6.262983305291292e-06,0.0,0.3709467689624362,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-24,0.00030004535655239056,0.0006885151647509705,0.0008705945208441132,0.0008099206195731901,2.422444186484116e-05,6.262983305291292e-06,0.0,0.3890928023247256,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-25,0.000780049788373656,0.0008082256671264818,0.001260818467656917,0.0008998793658067175,4.511945807053354e-05,6.262983305291292e-06,0.0,0.3709365539307051,0.00021310590302526383,0.0,0.00034280907063966026
1993-02-26,0.0009900766629103858,0.0008681077545476257,0.0013208696855211283,0.0009598835681671608,7.003274662347445e-05,6.262983305291292e-06,0.0,0.38732224931092357,0.00021310590302526383,0.0,0.00034280907063966026
1993-03-01,0.0011100864087550746,0.0009878486198624317,0.0013508905657459228,0.0008399014019605522,7.037716996752433e-05,6.262983305291292e-06,0.0,0.37113842852872947,0.00024107712819062405,1.668617421218127e-05,0.0003485832895823576
